id,product-name,console-name,price-in-pennies,include-string,condition-string,sku,notes,cost-basis-in-pennies,quantity,date-entered,date-purchased,grading-company,grading-cert-id,folder
10026649,Blitzle #31,Pokemon White Flare,50,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026955,Durant [Poke Ball] #70,Pokemon White Flare,108,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11748937,Seel #18,Pokemon Japanese Nihil Zero,153,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
10026835,Sewaddle [Reverse] #1,Pokemon White Flare,25,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026904,Simisear [Poke Ball] #15,Pokemon White Flare,41,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,
10026865,Litwick [Reverse] #16,Pokemon White Flare,50,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026675,Scraggy #57,Pokemon White Flare,29,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026888,Hilda [Reverse] #84,Pokemon White Flare,299,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
9432926,Team Rocket's Persian ex #219,Pokemon Destined Rivals,501,Ungraded,Normal wear,,,0,1,2026-04-05,2026-04-05,,,
8670763,Dialga Ex #180,Pokemon Promo,174,Ungraded,Normal wear,,,0,1,2026-04-05,2026-04-05,,,
10026654,Woobat #36,Pokemon White Flare,9,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11467071,Zoroark [Stamped] #62,Pokemon White Flare,200,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,
11748920,Spinarak #1,Pokemon Japanese Nihil Zero,136,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
10026627,Accelgor #9,Pokemon White Flare,10,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026861,Pansear [Reverse] #14,Pokemon White Flare,25,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026672,Terrakion #54,Pokemon White Flare,41,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026862,Druddigon [Reverse] #71,Pokemon White Flare,50,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026823,Sawk [Reverse] #49,Pokemon White Flare,12,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11748976,Aegislash #57,Pokemon Japanese Nihil Zero,133,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
10026895,Deerling [Poke Ball] #6,Pokemon White Flare,49,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026631,Emboar #13,Pokemon White Flare,80,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
10026876,Dewott [Reverse] #22,Pokemon White Flare,27,Ungraded,Normal wear,,,0,1,2026-04-04,2026-04-03,,,White flare
11069053,Ludicolo #95,Pokemon Phantasmal Flames,259,Ungraded,Normal wear,,,0,1,2026-04-22,2026-04-22,,,
6276937,Pikachu #18,Pokemon Paldean Fates,192,Ungraded,Normal wear,,,0,1,2026-03-04,2026-03-04,,,
